bathrooms,waterfront,grade,house_age,log_price,log_sqft_lot
5.75,0,13,14,15.532905611903466,10.465072828327909
2.5,0,10,23,13.669906584105481,10.491024186183038
2.25,0,9,64,13.955272500339433,9.798127036878302
2.25,0,7,24,12.721885810807203,10.3246947675929
3.25,0,10,18,13.722298176242095,9.677715549868227
1.0,0,7,65,12.959844447906553,8.798605650854423
1.0,0,7,66,12.611371073081239,11.302463659311961
2.5,0,10,16,13.669328047786193,10.81291478438888
1.0,0,7,76,12.959844447906553,8.699514748210191
1.5,0,7,52,12.834547962729536,9.581214035314728
2.25,0,8,47,12.417143615610113,8.939843124278502
1.0,0,8,62,13.071070083016778,8.87640491500694
2.5,0,7,12,12.524526376648708,8.677269139262872
1.0,0,6,68,12.779873068457553,12.817242122518941
1.75,0,7,56,12.560244459250788,10.002065115897121
2.75,1,9,52,14.107246900744096,10.56795229673375
1.0,0,7,35,12.691580461311874,9.78790833668397
3.5,0,11,18,14.328334184392938,10.616829440381593
2.5,0,7,56,12.904207367601158,9.20974019190415
3.0,0,10,15,13.9108207377686,9.732521279780308
1.75,0,7,56,12.834681304952548,9.129672468908728
2.75,0,7,55,12.889169490236618,9.413526083949446
2.75,0,8,28,12.676076274775909,9.113499020526627
2.5,0,8,14,13.321214236149494,8.670257567143075
1.5,0,7,49,12.429016176841717,8.948715833843691
3.5,0,9,16,13.422467969854667,11.521240796573942
2.0,0,6,96,13.012548511397123,8.95828281049733
1.0,0,7,115,13.615839362835207,8.1886891244442
2.5,0,10,32,14.038654109278484,9.825796244820257
2.5,0,8,21,12.323855681186558,8.704668113450987
3.0,0,8,11,13.579788224443204,13.797629642995584
2.5,0,8,22,13.437174117244362,8.699514748210191
3.25,0,9,14,13.607255619143816,9.028578658440741
2.5,0,8,8,13.465953081794405,8.764053269347762
3.0,0,8,10,12.793859310432293,8.834919385216395
1.5,0,8,9,12.748396936355535,6.658011045870748
1.5,0,9,112,13.623138665316818,8.83927669058535
1.0,0,7,70,13.074223002076394,8.719317375506371
1.0,0,7,66,12.84660987581782,8.536211197252
1.75,0,8,35,13.337474757021274,10.469823566229687
3.25,0,8,15,13.076507902817875,8.94910546953925
1.0,0,7,69,13.102160670086809,9.010669176847115
1.5,0,7,88,13.060487973686241,8.517193191416238
2.25,0,8,9,13.122363377404328,7.119635638017636
1.0,0,7,33,12.821258284620408,8.901230352110781
1.5,0,7,92,13.579788224443204,8.389359819906353
2.5,0,8,29,13.493926933836812,9.814383077453307
2.75,0,9,109,13.641157170819497,7.937374696163295
1.0,0,7,63,12.873902018105829,9.31542084842669
2.25,0,7,57,13.13626628257332,9.357466436866476
1.75,0,6,64,12.481808646963554,8.744009988096744
2.5,0,8,11,12.818551923022664,7.428333194190806
2.5,0,9,7,13.122363377404328,8.580355766373877
1.0,0,7,92,13.253391639810733,8.366602832783736
3.0,0,8,21,12.556729517143344,8.874168090363968
1.0,0,7,68,12.936033799212835,8.32069157104845
1.0,0,6,112,12.193493863323313,8.035926369891792
3.75,0,9,53,13.737549016494562,9.158204617555654
2.0,0,7,62,13.056223574899784,8.748304912379623
1.0,0,6,85,12.779873068457553,8.517393171418904
1.75,0,7,76,13.367659733359671,8.699514748210191
2.5,0,11,24,13.487006490992238,9.564512185696797
1.75,0,6,65,12.850554654108839,8.699514748210191
4.0,0,11,32,13.864300722133706,10.663568820073174
3.0,0,9,10,13.415032991367148,8.224163512637862
1.0,0,7,73,12.89921982609012,8.80357441813497
3.5,0,11,28,13.721199878493033,10.829312687193204
1.0,0,6,84,12.591335046320818,9.15133319139615
1.75,0,7,47,12.660331092405906,9.233079858945672
2.0,0,7,56,12.793859310432293,9.280146246220145
2.0,0,7,113,13.16158409055761,7.90100705199242
1.0,0,6,71,13.068962600677214,8.425077902508432
2.5,0,7,11,13.461688683007948,8.678631537293768
3.5,0,9,14,13.498056327178823,11.379359786043652
2.5,0,8,22,12.637855061955712,8.892473968347087
4.0,1,10,11,14.508657738524219,8.399085102935908
2.5,0,8,29,12.736700896592344,8.976767625171433
1.75,0,6,68,12.632973034358404,9.230142999272362
2.0,0,7,111,13.481435445942783,8.1886891244442
3.0,0,10,34,13.764217263576723,10.701692702991545
3.0,0,7,12,13.419797741298789,9.054972284742485
2.25,0,7,54,13.243695662571854,8.699514748210191
1.75,0,8,41,12.881564890851399,9.375939552625749
1.75,0,5,99,12.959844447906553,8.531293315795018
1.0,0,7,36,11.918390573078392,10.113910539440958
2.25,0,8,35,12.697715449879391,11.577982601603532
2.5,0,9,17,13.005604816794133,8.915700818956903
2.5,0,8,17,12.628067055589549,9.600556469321608
3.25,0,8,11,13.058358047428417,7.085064293952548
1.75,0,8,46,13.17115354157376,8.971448463693834
2.5,0,7,37,12.706847933442663,9.765603845172741
1.0,0,7,104,13.334243736439827,8.313852267398207
2.5,0,8,33,12.59642411582829,8.902455592206882
2.0,0,7,112,13.248176309199831,10.740150490648064
2.25,0,8,38,13.15773052124162,10.459382139669696
1.0,0,7,37,12.621488084491506,9.126958763037132
2.5,0,7,17,12.611537753638338,8.99528899055931
1.5,0,7,59,12.931461918290916,8.925321416943886
1.0,0,6,101,12.89921982609012,8.035926369891792
1.0,0,7,74,13.190022025878143,8.83331693749932
2.0,0,7,100,13.226723392728571,7.8632667240095735
2.5,0,8,7,12.65075846679162,8.761863373274727
2.25,0,8,105,13.573693741384442,8.160518247477505
2.0,0,7,56,13.526494262499357,9.380083146563278
1.5,0,7,58,12.560244459250788,9.246382963323112
2.5,0,7,8,12.959844447906553,8.534640105019959
2.0,0,8,57,12.793859310432293,9.651172623921639
1.0,0,7,61,12.468436909997665,8.797095076549056
2.0,0,7,56,12.818551923022664,9.048879705849558
2.5,0,8,37,12.524526376648708,9.317579122645782
2.25,0,8,10,12.916568464424731,7.277938572945661
1.75,0,8,66,13.262125319779487,8.59748202264504
1.5,0,8,87,14.027390916999773,8.256347772918016
2.5,0,8,79,13.681979165339751,8.499640032168648
1.5,0,7,54,12.676076274775909,8.826294231241318
1.5,0,7,61,13.604789526648622,9.109525066737367
1.75,0,7,31,12.520883385370206,8.938531648680692
1.75,0,7,56,12.387977448827787,9.161465204194046
1.5,0,7,62,13.017002861746503,8.962904128092928
2.0,0,6,55,12.481429068291318,11.011191717882456
1.0,0,6,61,12.487485104968359,8.693999567522082
3.0,0,7,55,12.943236711506893,8.740336742730447
2.0,0,8,12,12.873902018105829,8.654691704601872
2.0,0,7,106,12.971540487669746,8.922658299524402
2.25,0,8,28,14.181888277364392,9.18039649560311
1.75,0,7,19,12.601487417784837,10.5287037975555
2.25,0,8,27,13.38472764187182,8.884610231886873
1.0,0,6,65,12.180754837545884,9.798127036878302
3.5,0,9,16,13.224919965729422,11.598185308921051
2.0,0,7,24,13.217673557208654,13.645088717864375
1.75,0,7,64,13.458835614025542,8.431635303054591
1.0,0,5,67,12.611537753638338,12.087610003994019
1.0,0,6,63,12.66032791780777,9.056722883310583
1.0,0,7,72,13.309672475709322,8.565983355585669
1.0,0,7,91,13.180632285528304,8.131530710604252
1.75,0,7,46,12.892950213076524,9.045465728785949
1.0,0,6,111,12.30591798049989,8.565983355585669
2.25,0,7,39,13.051940913107783,8.99342737041261
1.0,0,7,110,12.193493863323313,8.59637398929068
3.0,0,7,9,12.542544882151386,6.984716320118266
1.5,0,6,106,12.928778628331663,8.261784679514752
1.0,0,7,65,13.025852477023484,8.814479000010714
2.25,0,8,25,13.199324418540456,12.33821432294769
1.5,0,7,87,12.429216196844383,8.657476736863293
2.25,0,9,48,13.710150042306449,10.482653835144635
1.75,0,7,53,12.409013489526863,8.974871170971337
1.75,0,7,28,12.577636201962656,8.888894669371593
1.0,0,6,82,11.982929094215963,8.954415331137593
1.5,0,8,105,14.04662227892766,8.885302512980633
1.0,0,7,76,12.691580461311874,8.707813551024888
1.0,0,5,68,12.128111104060462,8.817297783866575
2.0,0,7,99,13.075271769870477,8.515191188745565
1.0,0,6,73,11.512925464970229,8.938925271988273
2.5,0,8,30,12.751299696013497,9.348448774093812
2.25,0,7,50,13.180632285528304,9.614804979750764
1.0,0,6,62,12.220961258023925,8.87570644462861
2.5,0,7,11,13.303016877097587,8.517193191416238
1.0,0,7,75,12.821258284620408,8.699514748210191
1.0,0,6,61,11.84939770159144,8.987196820661973
1.0,0,8,104,13.122363377404328,8.536995818712418
1.75,0,7,86,13.175335262170435,8.294049640102028
2.75,0,8,36,13.217491722495906,8.855805992536562
2.5,0,9,9,13.541073712262515,8.999001866111735
1.0,0,7,64,12.672946381766982,8.389359819906353
2.5,0,8,18,12.800227876883168,9.633252393688068
2.5,0,7,42,12.950388112664518,8.412943170042439
1.0,0,7,70,13.444446876573442,8.294049640102028
2.5,0,8,62,13.369223455335854,10.367158673708655
1.75,0,7,37,12.380025952653611,8.83927669058535
3.0,0,10,24,13.578521599828012,10.587593988443924
4.0,0,10,48,13.864300722133706,9.45258041898138
2.5,0,7,7,12.619836556453032,8.406485069431817
1.75,0,7,52,12.468244583811861,8.977146484808472
1.5,0,7,40,13.030248088496522,10.258220612237519
2.5,0,7,28,12.821123140353697,8.220941168281389
1.75,0,7,33,12.80422209746784,12.192612462345341
1.75,0,8,26,13.279367126213993,12.285313493338462
2.5,0,7,29,12.498742259492994,8.806274284781725
2.5,0,8,105,13.997832114758229,8.294049640102028
1.0,0,6,110,12.751299696013497,9.227787285579904
2.5,0,9,22,13.197470849891134,9.895959286115337
3.25,0,9,31,13.65416740755551,9.189321004752108
2.5,0,10,18,13.710150042306449,8.881836305004146
2.5,0,8,70,13.652991628466498,8.517193191416238
1.75,0,7,49,12.873902018105829,8.779557455883728
1.75,0,7,60,12.751299696013497,8.840580188488795
2.5,0,8,10,13.189087009447237,8.055157731819678
5.25,0,7,44,13.374677306018318,8.283999304248526
2.75,0,8,90,14.003234164047223,8.616133139271142
1.75,0,7,86,13.112313041550827,8.294049640102028
1.0,0,7,65,13.190022025878143,8.323608442343572
2.5,0,7,11,12.983101310070822,8.791486026749002
2.0,0,7,6,12.628067055589549,7.5126175446745105
2.5,0,9,14,13.591116224748411,8.9758830607617
2.5,0,9,16,13.458835614025542,9.617870014133226
2.25,0,8,10,13.054084536651034,7.10085190894405
1.0,0,6,56,12.479909311159902,8.930626469173578
2.5,0,9,12,13.541073712262515,8.875846177738598
2.5,0,8,7,12.587927887999204,8.39728289474368
2.0,0,7,26,12.409013489526863,8.978282203272398
1.5,0,7,66,12.106252310247962,9.287949351303165
1.0,0,7,53,12.388394202324129,9.633252393688068
2.75,0,8,40,13.687677186454389,8.982309899088579
2.0,0,7,20,12.560244459250788,8.760453046315272
1.0,0,7,65,12.917796211663054,8.702344075220351
2.5,0,7,11,12.691580461311874,8.172729104865471
1.75,0,7,37,12.911642346088676,9.254739959272866
2.5,0,6,88,12.583481155855813,8.323608442343572
2.5,0,8,20,12.821258284620408,9.826876450164288
1.5,0,6,62,12.506177237980511,9.100525505968976
2.5,0,8,63,13.592367006650065,8.881836305004146
1.75,0,7,87,13.34790405331826,8.07402621612406
3.5,0,11,28,13.937728190688523,9.036701015565063
2.5,0,7,12,12.899094818276968,8.928640371201949
1.75,0,7,57,12.945626198904275,9.61780348274702
2.5,0,10,26,13.963930563082547,10.69183127007966
3.5,0,10,7,14.155547860749984,9.284426915328881
2.75,0,7,48,13.473020249017498,8.99516499031115
1.0,0,6,73,13.38472764187182,8.484669999710677
2.5,0,9,31,12.820987977820545,10.426735696300677
2.5,0,9,18,13.370784735902808,11.052761269339682
1.0,0,7,64,12.90669184092882,8.836228571526014
3.25,0,10,10,13.830399170458024,8.294049640102028
2.5,0,8,41,13.670484785914017,9.517825071724143
2.5,1,10,84,14.725783217512866,10.083890603507452
1.0,0,8,89,13.604789526648622,8.185350223178686
2.5,0,7,10,12.665868098183385,7.050989447068045
2.25,0,8,26,13.388566418178986,11.77716489329546
2.75,0,7,53,12.793859310432293,9.631678829240638
1.0,0,5,62,12.245293358683455,8.536995818712418
2.5,0,10,23,13.707925347284336,11.066497727453186
1.75,0,7,54,12.594730635321957,9.387146748082028
1.75,0,7,37,13.388566418178986,9.812084729062784
3.0,0,8,23,13.235692062711331,8.659386957119413
1.0,0,7,58,12.542544882151386,9.035986984831405
2.5,0,7,78,12.577463773304586,9.057655284310535
2.5,0,7,37,12.892950213076524,10.694056318677243
1.0,0,7,59,12.84792653170257,11.22700184553331
2.5,0,7,27,12.938200125731003,10.030252353327626
1.75,0,7,92,13.071070083016778,9.064736398117391
1.0,0,5,87,11.736069016284437,8.914626127827137
1.0,0,7,57,12.380025952653611,10.394212504595115
1.5,0,7,62,12.598114733306197,9.185022563991893
3.0,0,7,91,13.071070083016778,11.67514635005718
2.25,0,7,105,12.873902018105829,8.740336742730447
1.0,0,6,75,12.959844447906553,8.229511118964457
3.0,0,7,94,13.493926933836812,8.517193191416238
2.25,0,8,42,13.312983737012978,9.403766708502243
1.0,0,7,109,12.618182296357007,7.575584651557793
2.25,0,9,84,13.694472229587218,8.699514748210191
1.75,0,7,97,13.199324418540456,8.719317375506371
2.25,0,7,40,12.983101310070822,9.035986984831405
3.25,0,7,23,12.921470435024938,9.282847062762931
1.0,0,7,40,12.911642346088676,8.892886141190731
2.5,0,8,11,13.236049141808145,8.290041618704489
1.75,0,8,40,12.688498794774466,8.882946799288174
2.5,0,9,16,12.873902018105829,9.022805248129341
1.0,0,6,77,12.933621252807452,8.517193191416238
2.5,0,7,17,12.997933299026151,8.448914350662942
2.5,0,7,23,12.834681304952548,8.545974992841689
2.5,0,9,16,13.412791675524135,8.612503371220562
1.5,0,7,75,13.199324418540456,9.230339058482873
3.25,0,10,55,13.849911984681606,9.327234123447681
3.25,0,10,1,14.111904571018076,8.501063809486354
2.75,0,7,59,13.53843866462451,9.164191715950203
2.25,0,9,37,13.764090939808739,9.276783328524896
1.0,0,7,88,13.253391639810733,8.316055720364643
2.5,0,9,27,13.508985397711013,9.396570945266852
1.5,0,7,109,13.415032991367148,8.389359819906353
1.75,0,9,66,13.937728190688523,9.035986984831405
2.0,0,8,101,13.38472764187182,8.288031567776464
1.75,0,7,97,13.444446876573442,8.294049640102028
2.25,0,7,27,13.321214236149494,10.73068474121633
1.0,0,5,91,12.932412793445883,8.294049640102028
2.5,0,8,47,13.547631112808673,9.185227671161108
2.75,0,9,14,13.627009950093603,8.865170419651774
1.0,0,6,97,12.230765258120545,8.388677769180811
2.5,0,8,20,13.049792684569493,8.55159461813357
2.5,0,8,10,13.228523573232719,8.59452453435256
2.5,0,8,21,13.199324418540456,8.335431477880796
2.5,0,8,11,12.955127458028414,8.355614995760183
1.75,0,8,52,12.834681304952548,9.60008251961911
1.0,0,7,79,12.06249091705215,9.449042262206245
1.5,0,8,12,13.304518253641184,9.395158808968725
2.75,0,7,39,13.37855478276474,8.403128235128264
4.75,0,11,14,13.8878312195439,9.787571522938785
2.0,0,7,115,13.232114241363448,8.261009786023827
1.0,0,7,66,12.777052192115912,8.561210076833012
4.0,0,11,25,13.993656743347747,9.160834952072344
2.0,0,7,106,13.415032991367148,8.34283980427146
4.25,0,11,37,13.933293593620657,9.146121799649531
1.0,0,6,67,12.496874845318198,9.413281215972873
2.5,0,8,13,12.610870864650634,8.457018468380168
1.75,0,7,57,12.971540487669746,9.118225083068378
1.0,0,7,94,13.560618308335483,8.019612794400267
1.0,0,7,71,12.71589776896258,8.559102594493448
2.0,0,6,64,12.724866438945341,9.372884301161463
1.0,0,7,70,12.685407602204794,7.445417556701687
2.5,0,9,14,13.262125319779487,10.944258841514388
2.25,0,8,7,12.70076888736628,7.639642287858013
1.0,0,7,89,13.257768014410532,8.433811582477187
1.75,0,7,107,13.304684934198283,8.536995818712418
3.0,0,8,12,12.928778628331663,8.887652690325586
2.5,0,7,55,13.626164386233356,8.881836305004146
2.5,0,8,21,12.611537753638338,9.761290146826328
2.5,0,7,30,12.936033799212835,8.525161361065415
2.75,0,8,109,13.527828485512494,8.30795254527102
2.75,0,8,101,13.592367006650065,8.294049640102028
1.0,0,8,61,12.948009990259552,8.699514748210191
1.5,0,7,58,12.491251587763836,9.017968479328726
2.5,0,8,11,13.120361374733656,9.267665438595452
1.5,0,7,68,12.994530005894443,8.656955133791396
2.0,0,7,97,13.112313041550827,9.408863308108145
1.75,0,7,64,13.353475098367715,8.575462099540212
1.75,0,7,43,12.957488734214095,8.827321452697849
2.5,0,9,29,13.541073712262515,10.496344674251352
3.5,0,9,25,13.38472764187182,9.661670735956298
1.75,0,7,55,12.423198124518821,9.212138753917563
1.75,0,7,53,12.84687334571791,9.42706335548747
2.5,0,8,37,13.195613839143922,9.213535262872702
2.5,0,8,27,13.180632285528304,8.757783656334167
2.25,0,8,48,13.208541073645382,9.181940897454485
3.0,0,10,30,13.737549016494562,10.470532816298427
2.75,0,9,32,13.244581010128577,10.79521916290958
1.0,0,6,68,12.911889229190782,8.166784289056151
1.75,0,8,52,13.126355398673866,9.082507000466299
2.25,0,7,12,12.959844447906553,8.006367567650246
2.25,0,7,30,12.360937356091089,7.992268643270745
2.5,0,7,29,12.567237494741757,9.243871855184976
1.0,0,7,49,12.154779351142624,9.079662048334066
2.25,0,8,36,13.409044949522526,10.35806023475132
1.0,0,6,106,12.706847933442663,8.035926369891792
3.5,0,10,57,14.214286677921642,8.964567702601611
2.25,0,8,28,12.881564890851399,9.23561817916045
2.75,0,8,17,12.774223335915433,8.439663988907
1.0,0,6,99,12.468436909997665,8.812843433517195
2.5,0,8,14,13.42984807715229,7.844240718141811
2.25,0,8,52,13.733215315237445,9.323669057283185
1.0,0,7,66,12.672946381766982,8.760923376338836
1.0,0,7,32,12.542544882151386,9.294773427951013
1.0,0,6,73,12.301382825334498,8.748304912379623
1.5,0,7,38,12.296827008798639,8.556413904569519
2.75,0,8,27,13.176851562688398,8.877800393882575
1.75,0,7,66,12.911642346088676,8.99961934066053
2.5,0,8,1,12.829272034526369,7.388946097618437
3.25,0,9,105,13.747820408994324,8.68270762989381
1.5,0,10,75,14.197365800433305,9.20029003612268
2.25,0,9,57,13.790192749979985,8.584851839890053
2.5,0,10,25,13.593448921169424,9.53285855926342
3.5,0,9,35,13.764217263576723,9.696709355308183
3.0,0,7,113,13.343905647351566,8.32845106681936
2.25,1,9,52,14.430696197054507,9.040974526342444
1.0,0,7,62,12.644327576461329,9.19786285046507
1.75,0,7,47,12.66032791780777,8.824677891164198
2.0,0,6,73,13.422467969854667,8.695004592732307
1.75,0,8,50,13.102160670086809,9.012864567410551
2.25,0,7,57,13.304684934198283,8.756210091886738
1.0,0,6,66,11.944707881395766,9.929350212061856
1.75,0,8,51,13.081541382884074,8.779557455883728
1.0,0,6,61,12.190451264627217,8.922658299524402
3.25,0,10,26,13.507625778194974,10.580759383937783
2.0,0,7,29,12.233201312918426,9.076580381796658
1.75,0,8,1,12.786011933487384,6.946975992135418
2.5,0,7,17,12.524526376648708,8.817890200945513
1.75,0,7,67,12.423198124518821,9.394826251599515
2.5,0,8,25,12.765688433465597,8.966483779064431
2.75,0,7,28,12.873902018105829,10.763207932921889
2.75,0,7,59,12.873902018105829,9.412464556066316
2.25,0,9,36,13.399995114002609,9.609988594762783
1.75,0,7,65,12.644327576461329,9.019542996701185
2.5,0,9,15,13.482831119581757,8.544224530467268
2.5,0,7,51,12.468436909997665,9.328123407632566
2.0,0,7,55,13.521139497361697,8.517393171418904
2.5,0,7,40,13.060487973686241,9.396155818024393
2.5,0,8,18,12.969212197910155,9.084777149000837
2.0,0,7,46,12.301382825334498,8.87346805533363
3.0,0,8,8,13.116345305078767,7.52294091807237
1.0,0,7,106,13.48157510099503,8.294049640102028
1.0,0,6,36,12.823957341589573,11.456619628759134
2.75,0,7,54,12.845291484064564,10.133606717586764
1.0,0,7,61,13.750972036826703,9.047821442478408
2.0,0,7,109,13.487006490992238,8.411832675758411
3.25,0,7,91,13.331002242515657,7.743269700829004
2.0,0,7,27,12.464583340681674,8.87066300440602
1.75,0,6,111,13.195613839143922,8.249313746260636
2.75,0,8,49,13.312983737012978,9.16701524723781
1.0,0,7,48,12.821123140353697,8.936298185228436
2.5,0,7,13,12.644327576461329,8.347590407030058
1.0,0,7,55,12.334905517373143,9.153770020487789
2.25,0,9,42,12.520883385370206,8.909235279192261
2.0,0,7,28,12.92391243868049,8.998136760700307
2.0,0,7,51,12.779309529417562,11.269681241949016
2.25,0,8,61,13.38472764187182,8.540909718033554
2.0,0,7,21,12.774223335915433,9.53690656247793
1.0,0,6,38,12.32374456390215,9.452894316810216
1.75,0,7,64,13.304684934198283,9.476849879195163
2.25,0,7,39,12.988831984779805,8.948975607841776
2.5,0,9,16,13.248114582709889,8.714895850248494
1.5,0,7,52,12.323855681186558,9.363576347875041
1.0,0,6,74,12.449018824140563,9.140990293841389
3.75,0,13,93,14.723365811017327,8.922658299524402
1.0,0,6,64,12.821258284620408,8.433811582477187
1.75,0,8,40,13.422467969854667,9.082507000466299
1.0,0,7,62,12.560244459250788,8.358900612421644
1.75,0,7,42,12.644327576461329,10.542811926398567
2.5,0,7,43,13.071070083016778,8.888066854754783
2.5,0,7,9,12.92391243868049,8.523970175695261
2.25,0,8,68,13.704578997256993,8.691146498539675
1.5,0,6,74,12.834681304952548,8.953252164609035
2.5,0,7,12,12.762827201184564,8.454040376410969
1.75,0,8,112,13.385496576934697,8.389359819906353
1.75,0,7,65,13.541073712262515,9.623773649733524
2.75,0,7,29,13.081541382884074,8.283999304248526
2.75,0,10,22,13.442996549995796,9.689365683192376
1.75,0,6,104,12.936033799212835,8.517193191416238
1.75,0,7,47,12.180754837545884,8.71768205216564
2.5,0,7,48,12.669806661762314,9.205930663487482
3.0,0,9,26,12.909170156943286,10.480690630565247
1.0,0,6,90,12.736553826954605,8.035926369891792
1.0,0,7,36,12.2783933071098,8.97423821949758
2.5,0,8,25,12.736406735684207,8.912338567117548
1.5,0,7,33,12.560244459250788,8.074337694089515
1.0,0,7,68,13.217673557208654,8.517193191416238
1.0,0,7,51,12.971540487669746,9.104979856318357
1.0,0,6,48,12.296827008798639,8.960596138864794
1.5,0,7,68,13.226723392728571,8.465899897028686
2.0,0,7,26,12.358793732547838,8.94715577112479
1.75,0,8,43,12.421184025147118,9.87822102528824
2.25,0,8,40,13.025852477023484,9.126958763037132
2.5,0,8,84,13.764217263576723,8.393442383980062
2.5,0,8,35,12.791077667470416,8.969160133175821
2.0,0,7,53,12.917796211663054,9.015541293671115
1.5,0,7,51,12.319401330837177,8.895629627136483
1.0,0,7,61,12.254862809699606,8.431635303054591
1.75,0,7,47,12.47227568630483,9.192583650386924
3.0,0,9,17,13.485616636703183,7.441906728051625
2.5,0,8,21,12.994530005894443,8.226305988015508
2.75,0,9,17,13.17115354157376,9.245900547374733
1.5,0,7,47,12.834681304952548,9.181940897454485
2.5,0,8,29,12.966878474563934,7.580699752224563
3.25,0,9,1,13.804277705031145,8.9758830607617
1.75,0,7,66,12.205822614274965,8.736328721332908
2.25,0,8,86,13.641157170819497,8.208219383496834
1.75,0,7,23,12.560244459250788,8.854522203757432
2.5,0,7,9,12.706847933442663,8.511577452630602
1.5,0,7,55,11.901583454762012,9.22276289197474
2.5,0,8,37,12.676076274775909,8.871365005136852
1.75,0,7,48,12.854483932248728,9.104979856318357
4.0,0,9,89,14.532374265141536,9.012864567410551
2.25,0,8,41,13.297995946047488,9.210340371976184
2.25,0,8,36,12.301382825334498,8.892886141190731
2.5,0,8,22,12.691580461311874,8.827321452697849
2.5,0,9,14,13.429774545037105,8.641885635373555
1.0,0,7,68,12.072541252905651,8.840869624091395
1.75,0,7,49,12.498742259492994,9.215327913487222
3.5,0,10,18,13.480037821676145,11.61348547662441
2.25,0,8,46,13.304684934198283,10.501884396550263
1.0,0,4,62,12.337100907936577,8.68270762989381
2.5,0,11,23,13.764217263576723,10.487935316172733
1.75,0,8,32,13.071070083016778,12.32089129172254
1.5,0,7,52,13.458835614025542,11.269681241949016
1.75,0,7,53,12.524526376648708,9.93788897925346
1.75,0,7,53,12.819906019370393,9.93788897925346
2.0,0,7,37,12.2783933071098,8.93260863037757
2.25,0,8,51,13.293708243484652,8.877939834725023
1.75,0,8,7,13.11996049278802,8.4368504387337
3.25,0,8,64,13.651814465293484,8.784774592161016
2.5,0,9,90,13.956358866551653,8.491875383431948
2.5,0,9,12,13.623138665316818,8.53895468319775
1.75,0,8,26,12.487485104968359,9.186969385652942
2.25,0,8,30,12.560244459250788,9.249561085129464
1.75,0,7,36,12.388394202324129,8.97853441008332
1.0,0,7,57,12.47227568630483,9.78352088448894
1.75,0,8,37,12.706847933442663,8.902455592206882
2.0,0,7,37,12.429216196844383,8.930626469173578
2.5,0,8,22,12.765688433465597,9.16303909885817
2.5,0,10,29,13.742939865129438,10.470873077735911
2.0,0,7,35,12.524526376648708,8.99342737041261
2.25,0,7,46,12.691580461311874,8.938531648680692
1.0,0,7,79,12.449018824140563,8.517193191416238
1.5,0,7,72,13.239612937454568,8.565983355585669
1.75,0,10,35,13.766320313773502,11.395368653723173
2.5,0,8,27,12.80765263256463,8.902455592206882
1.5,0,7,46,12.715597423563116,9.392328539868899
2.25,0,8,32,13.488394416267086,9.817929664174482
2.5,0,8,16,13.09658392441684,8.29054350077274
2.5,0,7,20,12.644327576461329,8.66406026722579
1.0,0,6,107,12.409013489526863,8.476371196895983
1.75,0,7,51,12.691580461311874,9.266058860732526
1.75,0,8,44,13.217673557208654,9.148571345578551
1.0,0,7,109,12.765688433465597,8.411832675758411
2.5,0,8,9,13.303016877097587,11.1887038817275
1.5,0,7,60,12.468244583811861,9.159047077588632
2.5,0,7,19,12.388394202324129,8.890685920281129
1.0,0,7,46,12.133501952695338,9.21830854162536
1.5,0,7,33,12.886641043883259,9.61767040669386
2.5,0,9,11,13.071070083016778,8.65817178467581
3.5,0,10,19,13.610943392223,9.286745703178589
1.5,0,7,64,13.256894270361935,9.528866827722945
2.5,0,7,29,12.946818804889398,8.067149039910106
2.25,0,8,35,12.6071950042042,8.902455592206882
1.0,1,7,68,13.215853720491667,9.502412792729256
1.5,0,7,55,12.535376392672774,9.20974019190415
2.0,0,6,89,13.028052697933088,8.411832675758411
3.5,0,9,27,13.737549016494562,9.510074525452104
1.5,0,8,16,13.049792684569493,7.0909098220799835
4.0,0,8,16,13.337474757021274,7.996317231796746
2.25,0,8,52,13.122163357401663,8.942460926820582
3.0,0,8,53,13.337474757021274,9.343296599224809
1.75,0,7,74,13.017002861746503,8.719317375506371
3.5,0,10,8,13.444446876573442,7.671826797878781
2.25,0,9,46,14.454729396498664,9.721485944553093
2.25,0,9,46,14.47819853103951,9.721485944553093
2.0,0,7,64,13.632188500836737,9.161885151706779
1.0,0,7,60,12.409013489526863,9.177610547353265
2.5,0,11,25,13.617059619240436,9.848767340335895
2.75,0,8,10,12.818551923022664,8.7787879291047
3.25,0,9,1,13.864300722133706,9.027738775974909
3.0,0,10,22,13.389332408258568,8.53050420547591
1.75,0,7,35,12.304333014697693,9.259130536145614
3.0,0,8,8,12.611537753638338,8.756997183623554
3.5,0,10,14,13.785051350479566,9.90463689179265
2.5,0,7,11,12.793859310432293,8.603554357064281
2.5,0,9,15,13.418757390458131,8.658692753689937
1.5,0,5,62,12.498742259492994,8.856518497019858
1.5,0,8,86,12.994530005894443,8.08487062913819
2.5,0,10,34,14.151982794585487,8.881836305004146
2.5,0,9,29,13.287877815881902,9.31217467785745
2.25,0,7,53,12.791077667470416,10.037143937348802
1.75,0,7,37,12.493129522588037,8.940105213128122
2.5,0,8,1,13.36138027787483,9.068661593644245
2.5,0,9,14,13.233904752137237,12.291332489480997
2.5,0,10,26,13.704578997256993,10.570932235743701
1.5,0,7,54,13.345506928718539,11.678838129230135
2.25,0,7,58,13.38472764187182,9.139917907679637
1.75,0,7,58,12.652359748158593,8.966994113344454
1.0,0,6,71,12.323855681186558,8.715880102296456
